Nom,Age,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Rhys Williams,25,2025-11-11,Chesterfield,Liverpool U21,6.9,90,,,0.0,0,0,0.0,0.0,47,53,0,0,0,0,1,61
Rhys Williams,25,2025-10-14,Crewe Alexandra,Liverpool U21,6.6,63,,,0.0,0,0,0.0,0.0,76,82,1,0,0,0,5,90
Rhys Williams,25,2025-10-03,Fulham U21,Liverpool U21,,90,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Rhys Williams,25,2025-09-23,Liverpool FC,Southampton,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Rhys Williams,25,2025-09-02,Burton Albion,Liverpool U21,6.3,90,,,0.0,0,0,0.0,0.0,45,53,0,0,1,0,3,66
Rhys Williams,25,2025-04-12,Morecambe,Carlisle United,6.5,45,,,0.0,0,0,0.0,0.0,8,12,1,0,0,0,1,19
Rhys Williams,25,2025-04-05,Grimsby Town,Morecambe,6.4,90,,,0.0,0,0,0.0,0.0,18,28,0,0,1,0,3,41
Rhys Williams,25,2025-04-01,Morecambe,Cheltenham Town,7.1,90,,,0.0,0,0,0.0,0.0,6,10,0,0,0,0,2,28
Rhys Williams,25,2025-03-29,Morecambe,Swindon Town,7.4,90,,,0.0,0,0,0.0,0.0,13,15,1,0,1,0,1,34
Rhys Williams,25,2025-03-22,Port Vale,Morecambe,6.9,90,,,0.0,0,0,0.0,0.0,22,26,0,0,0,0,2,46
Rhys Williams,25,2025-03-15,Morecambe,Barrow AFC,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Rhys Williams,25,2025-03-08,Milton Keynes Dons,Morecambe,6.7,19,,,0.0,0,0,0.0,0.0,7,12,0,0,0,0,2,15
Rhys Williams,25,2025-02-22,Morecambe,Walsall,5.9,50,,,0.0,0,0,0.0,0.0,4,9,0,0,1,0,0,31
Rhys Williams,25,2025-02-18,Morecambe,Doncaster Rovers,6.5,90,,,0.0,0,0,0.0,0.0,17,28,0,0,1,0,1,42
Rhys Williams,25,2025-02-15,Morecambe,Accrington Stanley,7.1,90,,,0.0,0,0,0.0,0.0,13,22,0,0,0,0,6,32
