Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Moisés Caicedo,2026-02-13,Hull City,Chelsea,7.1,60,,,0.0,0,0,0.0,0.0,73,81,2,0,1,0,5,92
Moisés Caicedo,2026-02-21,Chelsea,Burnley,7.3,90,,,0.0,0,0,0.07,0.08,89,95,1,0,1,0,3,103
Moisés Caicedo,2026-03-01,Arsenal,Chelsea,7.2,90,,,0.0,0,0,0.05,0.02,56,57,0,0,3,0,5,73
Moisés Caicedo,2026-03-04,Aston Villa,Chelsea,7.1,90,,,0.0,0,0,0.0,0.02,56,58,0,0,1,0,3,63
Moisés Caicedo,2026-03-11,Paris Saint-Germain,Chelsea,7.0,90,,,0.0,0,0,0.0,0.01,33,39,0,0,0,0,6,52
Moisés Caicedo,2026-03-14,Chelsea,Newcastle United,6.9,61,,,0.0,0,0,0.0,0.11,61,66,1,0,0,0,3,73
Moisés Caicedo,2026-03-17,Chelsea,Paris Saint-Germain,7.0,90,,,0.0,0,0,0.08,0.04,48,55,1,0,1,0,7,68
Moisés Caicedo,2026-03-21,Everton,Chelsea,6.8,78,,,0.0,0,0,0.09,0.05,80,86,0,0,1,0,5,101
Moisés Caicedo,2026-03-27,Morocco,Ecuador,7.1,90,,,0.0,0,0,0.0,0.0,44,49,1,0,4,0,6,68
Moisés Caicedo,2026-03-31,Netherlands,Ecuador,6.4,90,,,0.0,0,0,0.0,0.0,76,82,2,0,0,0,7,100
Moisés Caicedo,2026-04-04,Chelsea,Port Vale,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Moisés Caicedo,2026-04-12,Chelsea,Manchester City,6.0,82,,,0.0,0,0,0.03,0.01,38,47,0,0,0,0,3,58
Moisés Caicedo,2026-04-18,Chelsea,Manchester United,7.0,90,,,0.0,0,0,0.06,0.02,79,85,0,0,1,0,8,96
Moisés Caicedo,2026-04-21,Brighton & Hove Albion,Chelsea,6.6,90,,,0.0,0,0,0.02,0.01,63,70,0,0,0,0,6,88
Moisés Caicedo,2026-04-26,Chelsea,Leeds United,6.9,90,,,0.0,0,0,0.0,0.0,60,67,0,0,1,0,5,77
