Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Oussama El Azzouzi,2025-06-06,Morocco,Tunisia,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Oussama El Azzouzi,2025-06-09,Morocco,Benin,6.6,7,,,0.0,0,0,0.0,0.0,16,16,0,0,0,0,1,16
Oussama El Azzouzi,2025-08-30,Nantes,Auxerre,6.6,18,,,0.0,0,0,0.0,0.0,17,17,0,0,0,0,2,20
Oussama El Azzouzi,2025-10-19,Stade Rennais,Auxerre,7.1,77,,,0.0,0,0,0.0,0.01,36,38,0,0,2,0,5,54
Oussama El Azzouzi,2025-10-26,Auxerre,Le Havre,6.3,90,,,0.0,0,0,0.02,0.04,39,47,1,0,1,0,1,52
Oussama El Azzouzi,2025-10-29,RC Strasbourg,Auxerre,6.6,14,,,0.0,0,0,0.0,0.0,4,5,0,0,0,0,0,5
Oussama El Azzouzi,2025-11-23,Auxerre,Olympique Lyonnais,7.0,89,,,0.0,0,0,0.0,0.07,22,24,2,0,4,0,5,38
Oussama El Azzouzi,2025-11-29,Paris FC,Auxerre,6.5,85,,,0.0,0,0,0.0,0.03,41,46,0,0,2,0,3,54
Oussama El Azzouzi,2025-12-07,Auxerre,Metz,8.2,89,,,0.0,1,0,0.44,0.07,45,48,1,0,2,0,5,63
Oussama El Azzouzi,2025-12-14,Auxerre,Lille,6.5,88,,,0.0,0,0,0.0,0.06,30,31,0,0,1,0,4,49
Oussama El Azzouzi,2026-01-17,RC Lens,Auxerre,7.1,88,,,0.0,0,0,0.0,0.1,43,51,1,0,2,0,5,69
Oussama El Azzouzi,2026-01-23,Auxerre,Paris Saint-Germain,6.7,90,,,0.0,0,0,0.06,0.03,26,30,2,0,1,0,5,48
Oussama El Azzouzi,2026-02-01,Toulouse,Auxerre,7.1,85,,,0.0,0,0,0.0,0.06,47,49,2,0,1,0,6,61
