Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Noah Okafor,2026-01-07,Newcastle United,Leeds United,6.7,10,,,0.0,0,0,0.0,0.02,3,4,0,0,1,0,1,12
Noah Okafor,2026-01-11,Derby County,Leeds United,6.5,89,,,0.0,0,0,0.0,0.0,23,26,4,0,0,0,0,45
Noah Okafor,2026-01-17,Leeds United,Fulham,6.7,70,,,0.0,0,0,0.08,0.07,12,15,1,0,0,0,3,23
Noah Okafor,2026-01-26,Everton,Leeds United,6.8,10,,,0.0,0,0,0.0,0.02,3,3,2,0,0,0,3,8
Noah Okafor,2026-01-31,Leeds United,Arsenal,6.4,45,,,0.0,0,0,0.0,0.01,7,11,0,0,0,0,2,15
Noah Okafor,2026-02-06,Leeds United,Nottingham Forest,8.2,82,,,0.0,1,0,0.77,0.07,18,20,0,0,0,0,3,40
Noah Okafor,2026-02-10,Chelsea,Leeds United,7.1,35,,,0.0,1,0,0.61,0.0,3,5,0,0,0,0,0,17
Noah Okafor,2026-02-15,Birmingham City,Leeds United,7.4,82,,,0.0,0,0,0.0,0.0,10,14,2,0,0,0,4,31
Noah Okafor,2026-03-21,Leeds United,Brentford,6.4,21,,,0.0,0,0,0.02,0.0,1,1,0,0,0,0,0,4
Noah Okafor,2026-03-27,Switzerland,Germany,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Noah Okafor,2026-04-05,West Ham United,Leeds United,6.9,69,,,0.0,0,0,0.0,0.0,14,22,2,0,0,0,3,41
Noah Okafor,2026-04-13,Manchester United,Leeds United,8.8,74,,,0.0,2,0,0.16,0.04,16,20,0,0,0,0,0,33
Noah Okafor,2026-04-18,Leeds United,Wolverhampton,8.0,67,,,0.0,1,0,0.36,0.17,18,23,4,0,1,0,5,45
Noah Okafor,2026-04-22,Bournemouth,Leeds United,6.4,64,,,0.0,0,0,0.19,0.0,10,13,0,0,0,0,6,30
Noah Okafor,2026-04-26,Chelsea,Leeds United,6.8,74,,,0.0,0,0,0.0,0.0,5,8,1,0,0,0,3,30
