Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Tete Morente,2026-01-14,Inter,Lecce,6.5,22,,,0.0,0,0,0.0,0.0,2,2,0,0,0,0,0,6
Tete Morente,2026-01-18,Milan,Lecce,6.4,21,,,0.0,0,0,0.0,0.0,1,2,0,0,0,0,0,4
Tete Morente,2026-01-24,Lecce,Lazio,,1,,,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1
Tete Morente,2026-02-07,Real Sociedad,Elche,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Tete Morente,2026-02-13,Elche,Osasuna,6.2,85,,,0.0,0,0,0.07,0.01,11,17,0,0,0,0,4,39
Tete Morente,2026-02-20,Athletic Club,Elche,6.2,75,,,0.0,0,0,0.0,0.01,18,26,0,0,3,0,8,38
Tete Morente,2026-03-01,Elche,Espanyol,6.7,66,,,0.0,0,0,0.0,0.11,27,34,1,0,0,0,4,50
Tete Morente,2026-03-08,Villarreal,Elche,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Tete Morente,2026-03-14,Real Madrid,Elche,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Tete Morente,2026-03-21,Elche,Mallorca,7.9,90,,,0.0,1,0,0.36,0.22,22,34,2,0,0,0,6,61
Tete Morente,2026-04-03,Rayo Vallecano,Elche,7.2,90,,,0.0,0,0,0.03,0.02,15,22,1,0,0,0,4,56
Tete Morente,2026-04-11,Elche,Valencia,6.9,90,,,0.0,0,0,0.0,0.11,20,25,1,0,1,0,3,46
Tete Morente,2026-04-22,Elche,Atlético Madrid,6.3,67,,,0.0,0,0,0.0,0.14,34,40,2,0,0,0,2,60
Tete Morente,2026-04-26,Real Oviedo,Elche,6.8,28,,,0.0,0,0,0.0,0.01,6,9,0,0,0,0,0,15
