Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Jean Victor Makengo,2026-01-24,Stade Rennais,Lorient,7.9,63,,,0.0,1,0,0.04,0.0,5,10,0,0,1,0,0,22
Jean Victor Makengo,2026-01-31,Lorient,Nantes,7.0,66,,,0.0,0,0,0.04,0.01,19,20,1,0,0,0,1,30
Jean Victor Makengo,2026-02-04,Lorient,Paris FC,6.9,68,,,0.0,0,0,0.0,0.0,22,26,0,0,0,0,3,37
Jean Victor Makengo,2026-02-07,Stade Brestois,Lorient,6.9,63,,,0.0,0,0,0.0,0.03,18,24,2,0,1,0,0,36
Jean Victor Makengo,2026-02-15,Lorient,Angers,7.5,67,,,0.0,1,0,0.57,0.05,18,20,0,0,0,0,1,34
Jean Victor Makengo,2026-02-22,Nice,Lorient,6.7,23,,,0.0,0,1,0.01,0.05,15,15,1,0,0,0,0,22
Jean Victor Makengo,2026-03-01,Lorient,Auxerre,7.1,72,,,0.0,0,0,0.28,0.03,14,15,0,0,0,0,4,25
Jean Victor Makengo,2026-03-04,Lorient,Nice,6.6,72,,,0.0,0,0,0.0,0.0,8,9,0,0,1,0,3,19
Jean Victor Makengo,2026-03-08,Lille,Lorient,6.2,66,,,0.0,0,0,0.03,0.01,13,16,0,0,0,0,4,28
Jean Victor Makengo,2026-03-14,Lorient,RC Lens,7.0,81,,,0.0,0,0,0.0,0.02,15,23,1,0,0,0,2,32
Jean Victor Makengo,2026-03-21,Toulouse,Lorient,6.5,90,,,0.0,0,0,0.0,0.03,35,38,1,0,0,0,2,47
Jean Victor Makengo,2026-04-05,Lorient,Paris FC,6.8,72,,,0.0,0,0,0.12,0.04,26,26,2,0,0,0,3,37
Jean Victor Makengo,2026-04-12,Olympique Lyonnais,Lorient,7.1,73,,,0.0,0,0,0.1,0.05,23,29,1,0,2,0,8,44
Jean Victor Makengo,2026-04-26,Lorient,RC Strasbourg,7.0,82,,,0.0,0,0,0.0,0.21,15,19,2,0,0,0,2,27
