Nom,Match_Date,Home_Team,Away_Team,Rating,Minutes_Played,distanceRun,sprints,kpi_work_rate,Goals,Assists,Expected_Goals,Expected_Assists,Accurate_Passes,Total_Passes,Key_Passes,Tackles,Interceptions,Clearances,Ball_Recovery,Touches
Kelvin Amian,2025-11-23,Nantes,Lorient,6.8,90,,,0.0,0,0,0.0,0.13,46,59,0,0,1,0,3,76
Kelvin Amian,2025-11-30,Olympique Lyonnais,Nantes,7.5,90,,,0.0,0,0,0.0,0.0,25,31,0,0,0,0,1,53
Kelvin Amian,2025-12-06,Nantes,RC Lens,6.7,90,,,0.0,0,0,0.0,0.0,20,26,0,0,0,0,4,53
Kelvin Amian,2025-12-12,Angers,Nantes,5.4,90,,,0.0,0,0,0.1,0.01,24,31,0,0,0,0,1,51
Kelvin Amian,2025-12-21,US Concarneau,Nantes,5.8,90,,,0.0,0,0,0.0,0.0,44,52,1,0,1,0,7,68
Kelvin Amian,2026-01-04,Olympique de Marseille,Nantes,7.2,90,,,0.0,0,0,0.09,0.01,27,32,0,0,0,0,0,48
Kelvin Amian,2026-01-11,Nantes,Nice,6.6,90,,,0.0,0,0,0.0,0.0,27,30,0,0,0,0,1,57
Kelvin Amian,2026-01-18,Nantes,Paris FC,6.2,90,,,0.0,0,0,0.0,0.02,30,33,0,0,0,0,2,58
Kelvin Amian,2026-01-25,Nantes,Nice,5.8,90,,,0.0,0,0,0.06,0.13,26,32,2,0,2,0,1,60
Kelvin Amian,2026-01-31,Lorient,Nantes,6.4,90,,,0.0,0,0,0.03,0.01,47,53,0,0,0,0,2,69
Kelvin Amian,2026-02-07,Nantes,Olympique Lyonnais,6.6,71,,,0.0,0,0,0.0,0.24,23,28,1,0,1,0,0,41
Kelvin Amian,2026-02-13,AS Monaco,Nantes,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Kelvin Amian,2026-03-07,Nantes,Angers,,0,,,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0
Kelvin Amian,2026-03-22,Nantes,RC Strasbourg,6.1,90,,,0.0,0,0,0.0,0.02,16,20,1,0,0,0,2,45
Kelvin Amian,2026-04-05,Metz,Nantes,,1,,,0.0,0,0,0.0,0.0,1,1,0,0,0,0,1,1
